                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    553,                 0.2933,                0.22316,                0.85007,                 0.9428,                0.95548,                0.97954,                0.72796,                 1.0004,                0.49279,                 1.4118,             0.00090902,             0.00090902,             0.00090902
                    554,                0.29324,                0.21374,                0.85756,                0.94274,                0.95442,                0.97963,                0.73212,                 1.0008,                0.48106,                 1.4356,             0.00090704,             0.00090704,             0.00090704
                    555,                0.27652,                0.21102,                0.86192,                0.91763,                0.96871,                0.98044,                0.71581,                0.99214,                0.44889,                 1.4366,             0.00090506,             0.00090506,             0.00090506
                    556,                0.29013,                0.21516,                0.86362,                0.91764,                0.96894,                0.97776,                0.71619,                0.99018,                0.45936,                 1.4257,             0.00090308,             0.00090308,             0.00090308
                    557,                0.30655,                0.23205,                0.87517,                0.91636,                0.97101,                0.97551,                0.71365,                0.99735,                0.47522,                 1.4252,              0.0009011,              0.0009011,              0.0009011
                    558,                0.28628,                0.21578,                0.85941,                0.92719,                0.97101,                0.98437,                0.70486,                0.97942,                0.50831,                 1.4099,             0.00089912,             0.00089912,             0.00089912
                    559,                0.25405,                0.19478,                0.84354,                0.90532,                0.97007,                0.98221,                0.71557,                0.96701,                0.51932,                 1.4006,             0.00089714,             0.00089714,             0.00089714
                    560,                0.27736,                0.21006,                0.85499,                0.90536,                0.97046,                0.98457,                0.72113,                0.97201,                0.47452,                 1.4031,             0.00089516,             0.00089516,             0.00089516
                    561,                 0.2805,                0.21244,                0.85037,                0.94725,                0.94203,                0.98459,                 0.7295,                0.96937,                 0.4525,                 1.3968,             0.00089318,             0.00089318,             0.00089318
                    562,                0.28332,                0.21761,                0.85244,                0.94889,                0.94203,                0.98035,                0.73464,                 0.9306,                0.42747,                 1.3504,              0.0008912,              0.0008912,              0.0008912
                    563,                 0.2862,                0.21406,                0.85367,                0.95504,                0.92357,                0.97282,                0.72881,                0.92941,                0.42165,                 1.3506,             0.00088922,             0.00088922,             0.00088922
                    564,                0.29383,                0.22132,                0.86865,                 0.9419,                0.93991,                0.96776,                0.71537,                0.96071,                0.44828,                  1.388,             0.00088724,             0.00088724,             0.00088724
                    565,                0.28321,                0.21192,                 0.8506,                0.95571,                0.93825,                0.97261,                0.70713,                0.99517,                0.44811,                 1.4108,             0.00088526,             0.00088526,             0.00088526
                    566,                0.28127,                0.20742,                0.85242,                0.97012,                0.94102,                0.98223,                0.72565,                0.97559,                0.43512,                 1.3973,             0.00088328,             0.00088328,             0.00088328
                    567,                0.28831,                0.22225,                0.84855,                0.96738,                0.92754,                0.98048,                   0.73,                 1.0059,                0.44751,                 1.4316,              0.0008813,              0.0008813,              0.0008813
                    568,                0.28527,                 0.2076,                0.85932,                0.94191,                0.93997,                0.97575,                0.72289,                 1.0338,                0.49222,                 1.4683,             0.00087932,             0.00087932,             0.00087932
                    569,                0.29874,                0.21673,                0.86528,                 0.9041,                0.95639,                0.97804,                0.71529,                 1.0289,                0.49528,                 1.4896,             0.00087734,             0.00087734,             0.00087734
                    570,                0.29037,                0.20814,                0.85201,                0.93503,                0.94203,                0.97646,                0.70668,                 1.0235,                0.52146,                  1.486,             0.00087536,             0.00087536,             0.00087536
                    571,                0.28377,                0.20934,                 0.8467,                0.92417,                0.92754,                0.97444,                0.69242,                 1.0473,                 0.5335,                 1.5056,             0.00087338,             0.00087338,             0.00087338
                    572,                 0.2689,                0.19915,                0.85165,                0.90401,                0.95548,                0.97655,                0.69006,                   1.07,                0.52785,                 1.5355,              0.0008714,              0.0008714,              0.0008714
                    573,                0.27811,                 0.2188,                0.86893,                0.92545,                0.95652,                0.97939,                0.70753,                 1.0295,                0.47917,                  1.506,             0.00086942,             0.00086942,             0.00086942
                    574,                0.29747,                0.22726,                0.86682,                 0.9518,                0.95652,                0.97931,                0.70505,                 1.0133,                0.46899,                 1.4735,             0.00086744,             0.00086744,             0.00086744
                    575,                0.27868,                0.21422,                0.83687,                0.91766,                0.96917,                0.97078,                0.70939,                0.98169,                0.47511,                 1.4154,             0.00086546,             0.00086546,             0.00086546
                    576,                0.26919,                0.20046,                0.83926,                0.91602,                0.97101,                0.97144,                0.74472,                0.94371,                0.43868,                 1.3743,             0.00086348,             0.00086348,             0.00086348
                    577,                0.27926,                0.20907,                0.85797,                0.91548,                0.97101,                 0.9721,                0.74024,                0.93998,                0.44735,                 1.3758,              0.0008615,              0.0008615,              0.0008615
                    578,                0.26567,                0.20181,                0.84929,                0.92544,                0.95652,                0.97571,                0.74285,                0.93932,                0.43648,                 1.3665,             0.00085952,             0.00085952,             0.00085952
                    579,                0.26744,                0.19909,                0.84662,                 0.9442,                0.98551,                0.98288,                0.73949,                0.94292,                0.43154,                 1.3682,             0.00085754,             0.00085754,             0.00085754
                    580,                0.27849,                0.20997,                0.85382,                0.94877,                0.97101,                0.98719,                0.73338,                0.93516,                0.41655,                 1.3789,             0.00085556,             0.00085556,             0.00085556
                    581,                0.29963,                0.21604,                0.85394,                0.93977,                0.98551,                0.98719,                0.73578,                0.93669,                0.40561,                 1.3881,             0.00085358,             0.00085358,             0.00085358
                    582,                0.24808,                0.18932,                0.83276,                0.94423,                0.98163,                0.98346,                0.73028,                0.96054,                0.41514,                 1.4102,              0.0008516,              0.0008516,              0.0008516
                    583,                0.28026,                0.20598,                0.84246,                0.95492,                0.98551,                0.98548,                0.74111,                0.95604,                 0.4121,                 1.4385,             0.00084962,             0.00084962,             0.00084962
                    584,                0.29436,                 0.2152,                 0.8557,                0.95619,                0.95652,                0.98362,                0.72406,                0.97553,                0.44488,                 1.4591,             0.00084764,             0.00084764,             0.00084764
                    585,                0.27617,                0.19651,                0.85215,                0.93916,                0.94203,                0.98051,                0.70786,                 0.9974,                0.44063,                 1.5059,             0.00084566,             0.00084566,             0.00084566
                    586,                0.27182,                0.19932,                0.85489,                0.92649,                0.94203,                0.96646,                0.69288,                 1.0192,                0.48336,                   1.51,             0.00084368,             0.00084368,             0.00084368
                    587,                0.27392,                0.19562,                0.83988,                0.94198,                0.94123,                 0.9572,                0.67722,                 1.0329,                 0.5029,                 1.5068,              0.0008417,              0.0008417,              0.0008417
                    588,                0.28327,                0.20786,                0.86445,                0.96854,                 0.8923,                 0.9699,                0.69421,                  1.013,                0.48861,                 1.4839,             0.00083972,             0.00083972,             0.00083972
                    589,                0.28524,                0.21236,                 0.8607,                0.93551,                0.94203,                 0.9781,                 0.7116,                  1.019,                0.48988,                 1.4943,             0.00083774,             0.00083774,             0.00083774
                    590,                0.28446,                0.20685,                0.84673,                0.91578,                0.94554,                0.97968,                 0.7059,                  1.034,                0.49421,                 1.4949,             0.00083576,             0.00083576,             0.00083576
                    591,                0.27548,                0.20303,                0.84763,                 0.9134,                0.95652,                0.97978,                0.71549,                 1.0002,                0.47842,                 1.4607,             0.00083378,             0.00083378,             0.00083378
                    592,                0.26451,                0.19365,                0.83478,                0.96671,                0.91304,                0.98138,                0.71047,                 1.0196,                0.47651,                 1.4662,              0.0008318,              0.0008318,              0.0008318
                    593,                0.26907,                0.19224,                0.84798,                0.95412,                0.92754,                  0.974,                0.72277,                0.99951,                0.49367,                 1.4362,             0.00082982,             0.00082982,             0.00082982
                    594,                 0.2803,                0.20379,                0.85976,                0.95382,                0.92754,                0.97254,                 0.7183,                 1.0042,                0.49601,                 1.4522,             0.00082784,             0.00082784,             0.00082784
                    595,                0.26415,                0.18966,                0.84049,                 0.9686,                0.92754,                0.97918,                0.70908,                 1.0225,                 0.4934,                 1.4667,             0.00082586,             0.00082586,             0.00082586
                    596,                0.26555,                0.20413,                  0.844,                0.91638,                0.95295,                0.97276,                0.72733,                 1.0021,                0.49362,                 1.4317,             0.00082388,             0.00082388,             0.00082388
                    597,                0.27121,                0.19179,                0.84015,                0.89032,                0.97101,                0.97501,                0.72203,                 1.0145,                 0.5141,                 1.4219,              0.0008219,              0.0008219,              0.0008219
                    598,                0.27287,                0.20606,                0.84878,                0.90629,                0.98123,                0.97499,                0.72158,                 1.0159,                0.51041,                 1.4266,             0.00081992,             0.00081992,             0.00081992
                    599,                0.27483,                0.19483,                0.86012,                0.90215,                0.97101,                0.97983,                0.71992,                 1.0173,                0.49182,                 1.4307,             0.00081794,             0.00081794,             0.00081794
                    600,                0.29262,                0.20777,                0.85887,                0.96902,                0.90679,                 0.9714,                0.72448,                0.98987,                0.48675,                 1.3848,             0.00081596,             0.00081596,             0.00081596
                    601,                0.28067,                0.21153,                0.85999,                0.90493,                0.96565,                 0.9812,                0.73251,                0.96007,                0.48185,                 1.3387,             0.00081398,             0.00081398,             0.00081398
                    602,                0.27427,                0.20532,                0.86781,                0.90508,                0.96742,                0.98143,                0.73426,                0.96598,                0.49726,                 1.3233,               0.000812,               0.000812,               0.000812
                    603,                0.26635,                0.19714,                 0.8473,                0.98457,                0.92465,                0.98428,                0.73325,                 0.9973,                 0.4817,                 1.3798,             0.00081002,             0.00081002,             0.00081002
                    604,                0.28491,                0.21356,                0.85122,                0.94327,                0.96397,                0.98448,                0.75174,                0.96368,                0.45904,                 1.3866,             0.00080804,             0.00080804,             0.00080804
                    605,                0.27541,                0.20591,                0.84909,                0.93026,                0.96664,                0.98386,                0.77354,                0.91548,                0.42414,                 1.3584,             0.00080606,             0.00080606,             0.00080606
                    606,                0.27789,                0.20445,                0.85298,                0.95654,                0.95689,                0.98675,                0.76765,                0.92669,                0.43624,                 1.3484,             0.00080408,             0.00080408,             0.00080408
                    607,                0.25357,                 0.1917,                0.83424,                0.94594,                0.92754,                0.98298,                0.74562,                0.93044,                0.48119,                 1.3297,              0.0008021,              0.0008021,              0.0008021
                    608,                0.25578,                0.19158,                0.84423,                0.96923,                0.91291,                0.98325,                0.75687,                 0.9332,                0.47506,                 1.3344,             0.00080012,             0.00080012,             0.00080012
                    609,                0.25412,                0.19511,                 0.8523,                      1,                0.89149,                0.98292,                0.75464,                 0.9307,                0.46052,                 1.3373,             0.00079814,             0.00079814,             0.00079814
                    610,                 0.2627,                0.19822,                0.84687,                0.92879,                0.94513,                0.98417,                0.74971,                0.94659,                0.44882,                 1.3586,             0.00079616,             0.00079616,             0.00079616
                    611,                0.28652,                0.21648,                0.85374,                0.97015,                0.94199,                0.98429,                0.75185,                0.94191,                0.42311,                 1.3739,             0.00079418,             0.00079418,             0.00079418
                    612,                0.25951,                0.19511,                0.84149,                0.96876,                0.94203,                0.98448,                0.74975,                0.95198,                0.40465,                 1.3924,              0.0007922,              0.0007922,              0.0007922
                    613,                 0.2823,                0.20172,                0.85438,                0.97012,                0.94099,                0.98375,                  0.753,                0.93666,                0.40115,                  1.388,             0.00079022,             0.00079022,             0.00079022
                    614,                0.27209,                0.20373,                0.84738,                0.97953,                0.89855,                0.98183,                 0.7399,                0.94635,                0.42223,                 1.4003,             0.00078824,             0.00078824,             0.00078824
                    615,                0.24446,                0.18221,                0.82848,                 0.8928,                0.96563,                0.98143,                0.73956,                0.95539,                0.46235,                  1.401,             0.00078626,             0.00078626,             0.00078626
                    616,                0.26193,                 0.2015,                0.85137,                0.96242,                0.88406,                0.97673,                0.74728,                0.92933,                0.46238,                 1.3737,             0.00078428,             0.00078428,             0.00078428
                    617,                0.25466,                 0.1947,                0.83897,                0.97877,                0.89855,                0.98139,                 0.7385,                0.94107,                0.44982,                 1.3736,              0.0007823,              0.0007823,              0.0007823
                    618,                0.26693,                0.18943,                0.84951,                0.91711,                0.96216,                0.98391,                0.75238,                0.94926,                0.42643,                 1.3603,             0.00078032,             0.00078032,             0.00078032
                    619,                0.28238,                0.20684,                0.85402,                0.94329,                 0.9643,                0.98137,                0.74486,                0.96241,                0.43984,                 1.3467,             0.00077834,             0.00077834,             0.00077834
                    620,                0.26287,                0.19068,                0.84665,                0.91375,                0.95652,                0.97833,                0.75128,                0.93946,                0.47333,                 1.3232,             0.00077636,             0.00077636,             0.00077636
                    621,                0.27103,                0.19609,                0.84678,                0.91403,                0.94203,                 0.9739,                0.74407,                0.93997,                0.49118,                 1.3231,             0.00077438,             0.00077438,             0.00077438
                    622,                0.24833,                0.18889,                0.83267,                0.90245,                0.93851,                0.97225,                0.74279,                0.95012,                0.51124,                 1.3343,              0.0007724,              0.0007724,              0.0007724
                    623,                0.26759,                0.18948,                0.85743,                0.90261,                0.94024,                0.97614,                0.74523,                0.94539,                0.48718,                 1.3403,             0.00077042,             0.00077042,             0.00077042
                    624,                0.28409,                0.20841,                 0.8556,                0.91497,                0.93577,                0.97986,                0.75289,                0.95552,                0.45651,                 1.3546,             0.00076844,             0.00076844,             0.00076844
                    625,                0.24216,                0.18926,                0.84016,                0.96706,                0.89855,                0.97783,                0.76748,                0.93461,                0.43513,                 1.3678,             0.00076646,             0.00076646,             0.00076646
                    626,                 0.2605,                0.19565,                 0.8407,                0.92739,                0.92559,                0.98164,                0.76552,                0.94321,                0.43618,                 1.3831,             0.00076448,             0.00076448,             0.00076448
                    627,                0.25343,                0.19117,                0.84227,                0.94106,                0.92561,                0.97752,                 0.7573,                0.93855,                  0.428,                  1.373,              0.0007625,              0.0007625,              0.0007625
                    628,                 0.2437,                0.18269,                 0.8403,                0.94154,                0.93367,                0.97801,                0.74163,                0.95003,                0.42782,                 1.3913,             0.00076052,             0.00076052,             0.00076052
                    629,                0.24985,                0.19783,                0.85051,                0.95562,                0.93623,                0.97982,                0.75405,                 0.9288,                0.43554,                  1.375,             0.00075854,             0.00075854,             0.00075854
                    630,                0.28392,                0.20974,                0.87073,                0.92828,                0.97101,                0.98093,                0.76939,                0.90715,                0.43178,                 1.3527,             0.00075656,             0.00075656,             0.00075656
                    631,                 0.2328,                0.18327,                0.84109,                0.91851,                0.98015,                0.98073,                0.76366,                0.92177,                0.43076,                 1.3712,             0.00075458,             0.00075458,             0.00075458
                    632,                0.25115,                0.19157,                0.84024,                0.91768,                0.96935,                0.98133,                0.75333,                0.91951,                0.43078,                 1.3584,              0.0007526,              0.0007526,              0.0007526
                    633,                0.28982,                0.20754,                0.86231,                0.90529,                0.97101,                0.97998,                0.75063,                0.95408,                0.42545,                 1.3863,             0.00075062,             0.00075062,             0.00075062
                    634,                0.25512,                0.19551,                0.85414,                 0.9027,                0.98551,                0.98469,                0.75971,                 0.9546,                0.42426,                 1.4048,             0.00074864,             0.00074864,             0.00074864
                    635,                0.27832,                0.19839,                0.84383,                0.91283,                0.97101,                0.98299,                 0.7588,                0.92859,                 0.4434,                  1.401,             0.00074666,             0.00074666,             0.00074666
                    636,                 0.2442,                0.19195,                0.83271,                0.91503,                0.97101,                0.98152,                  0.756,                0.94244,                0.45387,                 1.4138,             0.00074468,             0.00074468,             0.00074468
                    637,                0.25207,                 0.1873,                0.84603,                0.94341,                0.96645,                0.98096,                0.74912,                0.93863,                0.44201,                 1.4016,              0.0007427,              0.0007427,              0.0007427
                    638,                0.26798,                0.20116,                0.85109,                0.92125,                0.97101,                0.97665,                0.73932,                0.95606,                0.44708,                 1.4056,             0.00074072,             0.00074072,             0.00074072
                    639,                0.25296,                0.18766,                0.85471,                0.95515,                0.92596,                0.98289,                0.73594,                0.94206,                0.46495,                 1.3942,             0.00073874,             0.00073874,             0.00073874
                    640,                0.26548,                0.19654,                0.84464,                0.97142,                0.89855,                0.97668,                0.75152,                0.91863,                0.47875,                 1.3843,             0.00073676,             0.00073676,             0.00073676
                    641,                0.26637,                0.20027,                0.84611,                0.91694,                0.95996,                0.97667,                0.73549,                0.93995,                0.49072,                 1.4092,             0.00073478,             0.00073478,             0.00073478
                    642,                0.25859,                0.20244,                0.84937,                0.92657,                0.97101,                0.98244,                0.73956,                0.95094,                0.48443,                 1.4184,              0.0007328,              0.0007328,              0.0007328
                    643,                0.26838,                0.19988,                0.85031,                0.91722,                0.96356,                0.98007,                0.73399,                0.97538,                0.50204,                 1.4364,             0.00073082,             0.00073082,             0.00073082
                    644,                0.24959,                 0.1904,                 0.8447,                0.90626,                0.98079,                0.97651,                0.73339,                 1.0025,                0.50726,                 1.4568,             0.00072884,             0.00072884,             0.00072884
                    645,                0.28128,                0.20567,                  0.861,                0.90439,                0.98551,                0.97686,                0.74201,                 0.9917,                0.49252,                 1.4571,             0.00072686,             0.00072686,             0.00072686
                    646,                0.24706,                0.18574,                0.83828,                0.93135,                 0.9831,                0.98119,                0.73879,                0.99712,                0.48335,                 1.4555,             0.00072488,             0.00072488,             0.00072488
                    647,                0.25499,                0.19801,                0.85069,                0.93046,                0.96957,                0.98529,                0.75019,                0.97542,                0.45408,                 1.4156,              0.0007229,              0.0007229,              0.0007229
                    648,                0.25371,                0.18875,                0.84156,                0.95637,                0.95299,                0.98805,                0.74923,                0.95269,                0.44516,                 1.3946,             0.00072092,             0.00072092,             0.00072092
                    649,                0.26799,                0.20521,                0.84479,                0.95633,                0.95212,                0.98856,                0.74798,                 0.9589,                0.42848,                 1.3937,             0.00071894,             0.00071894,             0.00071894
                    650,                0.25764,                0.19915,                0.84581,                0.96965,                0.92594,                0.98551,                0.73886,                0.94996,                0.42298,                 1.3742,             0.00071696,             0.00071696,             0.00071696
                    651,                0.24055,                0.17826,                0.83411,                0.97037,                 0.9493,                0.98517,                0.74797,                 0.9358,                0.43942,                  1.365,             0.00071498,             0.00071498,             0.00071498
                    652,                0.25251,                0.19251,                0.84092,                0.97082,                0.96439,                0.98792,                 0.7368,                0.94838,                0.45151,                  1.383,               0.000713,               0.000713,               0.000713
                    653,                0.23283,                0.18273,                0.84136,                0.95638,                0.95325,                0.98753,                0.74043,                0.94806,                0.46328,                 1.3977,             0.00071102,             0.00071102,             0.00071102
                    654,                0.24901,                0.18379,                0.83309,                0.96956,                0.92754,                0.98489,                0.74721,                0.94308,                0.45894,                 1.4021,             0.00070904,             0.00070904,             0.00070904
                    655,                0.25727,                0.19091,                 0.8462,                0.92572,                0.91304,                0.97485,                0.74028,                0.93636,                0.46719,                 1.4015,             0.00070706,             0.00070706,             0.00070706
                    656,                0.25577,                0.19041,                 0.8425,                0.92604,                0.90734,                  0.977,                0.72997,                0.92352,                0.49422,                 1.3988,             0.00070508,             0.00070508,             0.00070508
                    657,                 0.2507,                0.19486,                 0.8412,                0.85997,                0.98551,                0.96992,                0.72224,                0.93108,                0.51089,                 1.4043,              0.0007031,              0.0007031,              0.0007031
                    658,                0.27022,                0.20857,                0.86089,                0.90058,                0.91901,                0.97531,                0.72445,                0.93468,                0.49427,                 1.4076,             0.00070112,             0.00070112,             0.00070112
                    659,                0.25287,                0.19236,                0.84673,                0.90379,                0.95652,                 0.9726,                0.72061,                0.94963,                0.49234,                 1.4321,             0.00069914,             0.00069914,             0.00069914
                    660,                 0.2616,                0.19414,                0.83943,                 0.8925,                0.96265,                0.96434,                0.71458,                0.95456,                0.50614,                  1.452,             0.00069716,             0.00069716,             0.00069716
                    661,                0.27143,                0.20314,                0.86085,                0.91663,                 0.9561,                0.96622,                 0.7355,                0.91281,                0.47859,                 1.4144,             0.00069518,             0.00069518,             0.00069518
                    662,                0.27007,                0.19027,                0.84388,                0.92924,                0.95172,                0.96586,                 0.7228,                0.91496,                0.49579,                 1.4022,              0.0006932,              0.0006932,              0.0006932
                    663,                0.25761,                0.19405,                0.83891,                0.92525,                0.95652,                0.96896,                0.72338,                0.93612,                0.49193,                 1.4077,             0.00069122,             0.00069122,             0.00069122
                    664,                0.25281,                0.18957,                0.84821,                0.94358,                0.96956,                0.97277,                0.71978,                0.94426,                0.47094,                 1.4172,             0.00068924,             0.00068924,             0.00068924
                    665,                0.23847,                0.18349,                0.83804,                0.94339,                0.97101,                0.98282,                0.73529,                0.95629,                 0.4372,                 1.4248,             0.00068726,             0.00068726,             0.00068726
                    666,                0.26758,                 0.2018,                0.86113,                0.95547,                0.97101,                0.98944,                0.74045,                0.94783,                0.42486,                 1.4272,             0.00068528,             0.00068528,             0.00068528
                    667,                0.24933,                0.18978,                0.85332,                 0.9534,                0.95652,                 0.9886,                0.74233,                0.94072,                0.42846,                 1.4051,              0.0006833,              0.0006833,              0.0006833
                    668,                0.23912,                0.18178,                  0.838,                0.95601,                0.95652,                0.98312,                0.73527,                0.94364,                0.43197,                  1.378,             0.00068132,             0.00068132,             0.00068132
                    669,                0.25493,                0.19132,                0.84823,                0.91771,                0.96974,                0.98176,                0.74151,                0.91851,                0.43546,                  1.338,             0.00067934,             0.00067934,             0.00067934
                    670,                0.25448,                0.18971,                 0.8463,                0.94353,                0.96872,                0.98519,                0.74082,                0.93713,                0.43713,                 1.3623,             0.00067736,             0.00067736,             0.00067736
                    671,                0.23871,                 0.1908,                0.83117,                0.94181,                0.97101,                0.98609,                0.74175,                0.94548,                0.44406,                 1.3808,             0.00067538,             0.00067538,             0.00067538
                    672,                0.25057,                0.18656,                0.85446,                0.94238,                0.97101,                 0.9862,                0.73947,                0.92545,                0.43619,                 1.3751,              0.0006734,              0.0006734,              0.0006734
                    673,                0.25694,                0.18572,                0.84798,                0.94018,                0.95652,                0.97634,                0.73833,                0.92768,                 0.4546,                 1.3718,             0.00067142,             0.00067142,             0.00067142
                    674,                0.25727,                0.19222,                 0.8573,                0.95543,                0.95652,                0.98638,                0.72962,                 0.9552,                0.44242,                 1.3958,             0.00066944,             0.00066944,             0.00066944
                    675,                0.25261,                0.18742,                 0.8448,                0.92938,                0.95372,                0.98555,                0.73284,                0.96794,                0.45666,                 1.4177,             0.00066746,             0.00066746,             0.00066746
                    676,                0.25956,                0.19842,                0.85338,                0.92855,                0.94169,                0.98264,                 0.7231,                0.97434,                0.47211,                 1.4393,             0.00066548,             0.00066548,             0.00066548
                    677,                0.25816,                0.19214,                0.84569,                0.95332,                0.92754,                0.98319,                0.72558,                0.96736,                0.46005,                 1.4343,              0.0006635,              0.0006635,              0.0006635
                    678,                0.23777,                 0.1808,                0.84636,                0.96914,                0.91018,                0.98471,                0.73289,                0.96631,                0.45753,                 1.4276,             0.00066152,             0.00066152,             0.00066152
                    679,                0.23559,                0.18103,                0.84609,                 0.9534,                0.95652,                0.98823,                0.72913,                0.95699,                0.44863,                  1.414,             0.00065954,             0.00065954,             0.00065954
                    680,                0.25181,                0.18917,                0.85006,                0.95569,                0.95652,                0.98912,                0.74855,                0.94181,                0.44057,                 1.4034,             0.00065756,             0.00065756,             0.00065756
                    681,                0.23043,                0.17078,                0.83939,                0.97051,                0.95393,                0.98622,                0.74961,                 0.9529,                  0.427,                 1.4123,             0.00065558,             0.00065558,             0.00065558
                    682,                0.23979,                0.18093,                0.84298,                0.94348,                0.96778,                0.98861,                0.74467,                0.95599,                0.43301,                 1.4081,              0.0006536,              0.0006536,              0.0006536
                    683,                0.24916,                0.18266,                0.82911,                0.94368,                0.97141,                0.98834,                0.73996,                0.99514,                0.44888,                 1.4551,             0.00065162,             0.00065162,             0.00065162
                    684,                0.24415,                0.18611,                0.83457,                 0.9443,                0.98282,                0.98724,                0.72213,                 1.0036,                0.45338,                 1.4886,             0.00064964,             0.00064964,             0.00064964
                    685,                0.24593,                0.18437,                0.84758,                0.91704,                      1,                0.98811,                0.71838,                 1.0017,                0.45988,                 1.4875,             0.00064766,             0.00064766,             0.00064766
                    686,                0.24282,                0.18782,                0.84518,                 0.9443,                0.98289,                0.98614,                0.71501,                 1.0134,                0.46975,                 1.4955,             0.00064568,             0.00064568,             0.00064568
